trader,win_rate,avg_trade_size,total_trade_volume,total_trade_number,frequency,net_gains_loss,avg_odds,tsne_1,tsne_2,kmeans_cluster,hdbscan_cluster
0x18d7b544543afCe04C17EE133bFcae703872e02B,0.7724550898203593,50.6131504730539,8452.396129,167,2.5303030303030303,193.84550169234868,0.6448842111406546,11.44755,-19.779995,18,-1
0xd9Fb2ecC4926efe32a4B0232e9c15bdd4dDF74F3,0.5326797385620915,23.768552901960785,14546.354376,612,10.551724137931034,-870.3655449313214,0.5629246109832473,11.876314,9.658135,17,10
0xCA15832b58674FC4e9D7E87bff859c4B94629b50,0.7898146534193249,8.306900895648132,285940.14263,34422,77.87782805429865,21836.206702466658,0.5437999445816335,16.171513,-11.487767,4,-1
0xC6AdF660e35CA4103559Aa9B100217C305eD5f3C,0.4983780978331387,31.292323938393668,1205849.702966,38535,1070.4166666666667,9253.80835156159,0.6036773315125229,16.196665,-11.418549,4,-1
0x34aD179cfa8f15E383F9D2695Ca565155c1a06bB,0.1517241379310344,3.103978779310345,450.076923,145,12.083333333333334,9.732774359270152,0.6960342633210126,-12.631679,25.237106,7,1
0x476c1E85d5798B6d6E28DEA0B34306017EadcE52,0.5442006269592476,14.686610078996866,23425.143076,1595,39.875,439.51533019002073,0.4130588257013673,-2.7953935,-19.644848,0,-1
0xa8ae485700Ea62a13CC588a86ca0b5FDf39cae4D,0.4586436691493532,0.975246495491964,2487.85381,2551,46.38181818181818,-36.64062142435049,0.6979647756984119,8.185715,20.094122,17,-1
0x25DcF4635fE93082E0849FbbF81c95680cf5E33B,0.4492229367631297,119.86187996342444,894649.072047,7464,49.43046357615894,-58947.9111062841,0.5009892006379797,-10.750746,-9.1151285,16,-1
0x68e47e70FE76355ED01d8721c488E862612600Bd,0.5853658536585366,110.03817912466124,40604.088097,369,30.75,61.61647950249107,0.5188175156067053,1.7548358,-13.394807,18,-1
0xcE161dEa801b42651c6F286A2331DfE42642749F,0.4279297672519395,15.56235723029808,38112.212857,2449,244.9,-2136.211235816429,0.5392973259516374,14.914165,-3.2917624,6,-1
0x684d4A39FA7C3D1C70125f5762d8e185b31204cF,0.4620060790273556,43.69902650455927,14376.97972,329,1.4557522123893805,15.720053080000046,0.4049665653495441,-7.211421,-22.180151,0,-1
0x21557c53509DaaD09ccfdBcE96852997c179e073,0.5205479452054794,7.424165221135029,3793.748428,511,3.4066666666666667,169.69792352580686,0.4913269396583509,5.335429,-4.7153783,6,10
0x9A6534bDaC552E7B9c8cca5f3B6A2060ff0a8d8f,0.5424836601307189,167.1746606993464,25577.723087,153,5.884615384615385,815.2180664800003,0.3522906290180632,-0.6874128,-23.444586,0,-1
0xA28DB13092562b77c26B7a4848248Fe0a4D05DAF,0.0674157303370786,1.6499886460674156,293.697979,178,0.37160751565762,3.231509340526998,0.5774530691348176,-15.136396,24.602564,7,2
0x0e84796655086fdAf6D5621d9D7BF37ccf5BD31c,0.6891495601173021,999.550420914956,340846.693532,341,6.959183673469388,2592.842915390998,0.5002327493408264,-15.816282,-9.621795,10,-1
0xc4592f60ca12322212e59963d98a0FDEe8317b3f,0.4817518248175182,534.5079490474452,146455.178039,274,6.85,-22601.957527212904,0.5602922633676228,-13.312002,-7.6448116,1,-1
0x617eb137C5f1A445d9a15ef1aC7A75D61BA28Cb2,0.5495049504950495,10.909282425742571,2203.67505,202,11.882352941176473,-153.21111390059966,0.5461525198095794,11.910399,6.9035554,6,10
0x5dd2ADa52e799Bb9e7c5dfeb5cEAF77886A00148,0.0887573964497041,13.624689207100593,2302.5724760000003,169,0.3542976939203354,0.8185180024282156,0.6676211377772026,-13.879612,25.49513,7,1
0x70E54a17B5f42145eE44a1cd3281E8784d90B0d3,0.6622807017543859,21.39936134649123,4879.054387,228,76.0,189.30330228169072,0.1888486010931266,1.9382766,-27.51896,11,-1
0x397F1eF6b28194fE1EbdC58ee055D97f68b0d7B5,0.6057692307692307,14.43814848076923,3003.134884,208,29.714285714285715,26.519274514123698,0.4830218967134586,6.8653073,-14.62269,18,8
0xae2a99372aEee85b18c178e254C5eaBD29ae8D47,0.6124031007751938,980.8546660232558,126530.251917,129,11.727272727272728,15073.24035209064,0.4871120287660428,-16.065569,-9.722357,10,-1
0x9EF582748baF671EE716075658b870AE747c5D4F,0.454179929636455,786.5471929628079,4694900.194795,5969,40.33108108108108,-17490.24853886464,0.4593783984467717,-12.639271,-10.185686,3,-1
0xf5ccB0827bc55ae619c26FF25E704D0cC6640540,0.5819809736989368,114.66083547733632,409797.825996,3574,6.462929475587703,2492.180276132938,0.491026533755494,-6.3835154,-12.491103,18,-1
0x9056F14E68222f0c3ADF9E1E7bB6273194A70EE9,0.0144927536231884,18.50944579710145,2554.30352,138,3.2093023255813957,98.50546976829278,0.5426632768729416,-16.080132,24.951242,7,2
0xC15ee2976ff748e32f0411Bed82bC69AC995a064,0.5723684210526315,73.377347,11153.356744,152,6.08,-90.6178478187585,0.690123246035188,13.258157,16.82848,17,-1
0x297E42aA0d61E8962977B693486331d4bc1F59B5,0.6754658385093167,10.628321096273291,6844.638786,644,6.851063829787234,354.5168957237564,0.5010133032587979,8.311663,-18.52384,18,8
0x6FF353E318fbD37CB644A9613a8DC67B4e1E1eb8,0.4285714285714285,31.88691626890756,3794.543036,119,0.2952853598014888,16.48185822352585,0.3120587925929095,-5.8223505,-26.338264,0,-1
0x850fcA61a92FCa111615159e187F1A48C896Aad6,0.5202702702702703,233.52015435135132,34560.982844,148,0.3498817966903073,34.93287151603232,0.6060809965834097,-11.679843,-4.403437,1,-1
0xAEc11b8c4AB71b77a7637610717A6551783dcE11,0.7219251336898396,35.496405390374335,6637.827808,187,3.74,128.35604397268634,0.6562837689018761,11.623235,-19.462452,18,-1
0x59D6c081a3f9F35b7563a9EBfFFB3119dc590704,0.8098471986417657,19.768773074702885,11643.807341,589,2.5608695652173914,3203.554290926047,0.2553136474050991,5.2110724,-26.369864,12,-1
0x13961756633256911A6832eA7851CD87Ef717a82,0.0637755102040816,4.423431634353742,5201.955602,1176,21.0,-106.08424068176778,0.5444944136849568,-15.710871,24.149628,7,2
0x2Ab06e571158cAF724f6489b9Ce2CcfeF56eF2d7,0.6019184652278178,17.531475820143886,7310.625417,417,52.125,827.0748831594566,0.4886308926193386,7.521662,-14.232332,18,8
0x186e53be243B9C81f7B51C934B5d1e53bDb977A0,0.7155172413793104,6.148806387931034,713.261541,116,5.8,84.0025437234217,0.4713857783013397,7.995129,-20.628952,18,-1
0x8840b6659eFdD2D2159d2d076d067833ba7eC464,0.5209580838323353,32.07953740419162,10714.565493,334,0.8675324675324675,661.2291365811546,0.4684981245665882,3.4889183,-6.6716733,6,10
0x769c6684c03357F2BB1d07452037085AEc856479,0.6358974358974359,49.34457698461538,9622.192512,195,1.989795918367347,-1137.120272028598,0.4046375277638486,4.128526,-20.796158,18,-1
0x68F7a83Ba720f5E9DD882e521a473064f549C0b7,0.5391304347826087,5.986389556521739,688.434799,115,0.3304597701149425,143.355299,0.34452173888,-3.2159739,-24.078598,0,5
0xFa86aeAf936E05045936EcE5cd6067fc7D18fcA7,0.3950617283950617,65.16453529012345,10556.654717,162,0.44141689373297,-12.862748883717064,0.5091225531564372,-6.2473516,13.51045,14,7
0x851EBE7c78984d7220Bad8ae47C7632E9B0ec222,0.408695652173913,90.15930246086955,10368.319783,115,0.3133514986376022,221.427902244519,0.5441940404881286,-3.9386442,14.5538,14,-1
0x99e6c9b53c274060817D9Dd4a44a8650B59070fF,0.4758620689655172,18.01780096551724,2612.58114,145,0.3918918918918919,199.70508278149137,0.542039504446586,3.5409956,9.534415,17,10
0xB223771f6E1fCE651646D55b02fC516972A6cb07,0.6175438596491228,46.44272032631579,13236.175293,285,12.954545454545457,-724.0769333056749,0.5779322483357406,10.791108,-16.026176,18,-1
0x7253C03B80Da18072dEABf0E3d6Fa5DFaDB3505A,0.6511194029850746,36.12833868470149,19364.789535,536,5.642105263157895,3797.316473692196,0.3126990665927417,2.6706161,-24.608738,0,-1
0x06Dd9ba59e1FE7F09DC4D1d17D33EC361E34Af8B,0.4989293361884368,38.56992859100643,18012.156652,467,5.494117647058824,239.91160664457965,0.4838635436599532,2.5793645,-2.846098,6,10
0x27D1a641eE3a34636b4C445446a0D970AD7DDD72,0.3641304347826087,30.00010642391304,5520.019582,184,0.46,-4.907903679918648,0.5075159884750561,-7.865856,14.675523,14,7
0x98df53e92FE46FcF8313212f97E0BdcA9bFb0315,0.1523809523809524,15.967150142857143,1676.550765,105,0.2777777777777778,1122.1456754751996,0.5049801240634544,-14.374935,22.185293,7,2
0x9919Ccea9d728d5dE7318e59ABeF8faaFE21D378,0.6541666666666667,3.8513187583333335,924.316502,240,3.333333333333333,97.01278468348222,0.4223316993953455,5.119009,-20.287802,18,4
0x93E67EbC106CA0023ECB14Caf23A5c0e1bD4798F,0.7475728155339806,62.51308271359223,12877.695039,206,18.727272727272727,128.81924274250906,0.1887991160814689,3.718152,-27.156317,12,-1
0x7E649FADC66AF46f8633C3f5F99d96Fd59717308,0.5216763005780347,58.78407735260116,40678.581528,692,3.9318181818181817,-1697.0676016062594,0.419872264124255,-4.3382807,-19.889545,0,-1
0x6522A1Bac1aef6FCD9CbC8f8801e1aB21F7C9A2d,0.6391752577319587,4.954991984536083,961.268445,194,2.042105263157895,77.94595610876003,0.4860756811957223,7.283975,-16.995869,18,8
0x88544e803d405EcC2743978803c2d2Fa7049180f,0.4848484848484848,256.9493809469697,33917.318285,132,0.2732919254658385,33.583671350686274,0.5768332871007469,-11.862245,-4.9727087,1,-1
0x24bC4169bF0878d05F3af35c988dE2418E6Afd48,0.484472049689441,1.314325857142857,211.606463,161,23.0,-20.57742995705281,0.5737686122003332,6.641004,12.990091,17,10
0x4AB47D48A232C19762f18209DbB58d7b940De073,0.3762376237623762,12.512061166336634,6318.590889,505,4.1735537190082646,-37.82615567823107,0.4582199693205813,-8.89899,11.860008,14,-1
0x6372DA9bAFb7B58afC3aD51A94dB36BAacc413bD,0.0165289256198347,21.7405973553719,2630.61228,121,1.0,-13.835449837900898,0.5863883861020281,-15.473249,25.437777,7,2
0x418692d7530bDD1dE3Df9C275A38E32a35Cca2F2,0.6545454545454545,2.4994361909090905,274.937981,110,0.4700854700854701,29.74915836264906,0.4890828600514087,7.2770767,-18.006563,18,8
0xBe118A2D14639621A4cA3cd1603FB1bA924F7A9a,0.1391941391941392,164.20346106593405,44827.544871,273,2.2016129032258065,-905.9295151515828,0.5836019283949124,-15.306456,22.650137,7,1
0xf6c345Ce2085784FF4fBC3eB2Da757136AC0849c,1.0,1.04,2.08,2,2.0,2.08,0.013,5.199001,-28.633331,12,-1
0x23c3FA53f913129Ba2dA181d9b20083cEce7Ad95,0.642578125,31.326781162109373,32078.62391,1024,4.129032258064516,-124.50913646635124,0.5139345524602164,8.431929,-16.607752,18,-1
0x2fa68AF2776af66DF61958e6A78f9839be8Da6D4,0.4705882352941176,41.20414670588236,6304.234446,153,17.0,-211.7484601589871,0.5275255852249635,2.6505415,7.703211,6,10
0xe96c3c94BA8B74C1a235FcA49FfB5Dd7f095720A,0.8378378378378378,13.93851987837838,2062.900942,148,24.666666666666668,260.9002020904629,0.2278579848296444,5.1761875,-26.926476,12,-1
0xf04eA0647Ed574F74678e620B1e5e950e2eC22de,0.5153846153846153,84.6820357,11008.664641,130,0.377906976744186,1096.546802069154,0.5129127126274312,-2.0856335,-5.230905,6,9
0x5C6FDf1e31c2a335338eA42e48dA7Ca2db6CF5c1,0.4879227053140096,31.553985753623188,6531.675051,207,0.4726027397260274,135.05222485490384,0.6944977726364895,9.288675,19.126732,17,-1
0xd60F074Fc9a17d9561Bb724D801634243cbbb774,0.3057324840764331,13.438701974522292,2109.87621,157,0.3774038461538461,1.7373328236343435,0.5925001917028784,-8.930201,20.868553,14,3
0x7EC71Bc2c554A7C5508ea36296C95B61bc7d7854,0.3257918552036199,3.9276556651583703,868.011902,221,11.63157894736842,1.2472463145868171,0.6081128654692636,-8.138062,21.04383,14,3
0x53B898c26Baa27Fb3a13F6C70FaA3328A2Bf15aE,0.2889733840304182,10.461692577946769,2751.425148,263,0.6976127320954907,1.881110130628356,0.5954986823908712,-9.535075,21.067442,7,3
0x2B169da4B63f3D51025d308134fA4B189CF688F2,0.2835820895522388,58.99358370149253,7905.140216,134,0.8220858895705522,-31.959644089105023,0.6556905020092182,-9.413996,23.043861,7,3
0xC0E3605C6B4389C182C40027f6dFCB0A67869d21,0.3381742738589212,27.46383779253112,13237.569816,482,0.9359223300970874,-344.53607695500096,0.4035497823522648,-11.447777,12.017597,14,-1
0xf58f6eDef8a2a0551BcBEC2a347810F0836C1ad2,0.5885714285714285,13.309288737142856,2329.125529,175,2.333333333333333,205.59100627243703,0.5207174993897175,8.024347,-12.841293,18,-1
0x2EbFF74bAFa9EC483bB8a1659f759533b85404ad,0.6831683168316832,6.62256298019802,2006.636583,303,2.8857142857142857,211.54210822311956,0.445576918329827,6.9057655,-20.067144,18,4
0x3Afb924c90eD59dbEe36288a77A9f2DF8Fd78296,0.5674967234600262,2.6834338702490173,2047.460043,763,4.36,266.60616013493853,0.4937785150396196,7.4492893,-11.567186,6,8
0xe33855C5b8D3Aef92745C59ADa24052F3b868e2d,0.5373134328358209,71.40299799253732,19136.003462,268,0.575107296137339,-18.42727638898207,0.4956502121490873,-0.07889243,-6.891748,6,10
0xa0F2Db27A71CA9496b22C69D722301db120a2b7D,0.3223140495867768,51.48147603305785,6229.2586,121,1.551282051282051,-21.831483838799848,0.6552236859504132,-8.376729,22.649343,7,3
0x90c38b0f24E2EdBC7F9f4429a0a036831CfC7C98,0.2603550295857988,113.43083034319528,19169.810328,169,0.4355670103092783,162.39479515336797,0.6185582255020454,-11.158658,22.36673,7,3
0xDA6Fa635cC561b56b44A6352F932849C4f7651EE,0.4105960264900662,79.30832518543046,23951.114206,302,0.6239669421487604,-2333.994962600723,0.5548476417001661,-3.9227633,15.289687,14,-1
0x2F4a46EeaeE596CCD9d73F9b66a05a0f3BbD0Cfb,0.44,7.69195003,1538.390006,200,0.4357298474945534,-13.956672739874184,0.6051799779764779,3.7760296,16.487434,17,-1
0xbe8fC684398766C500618925dB8Cc5d2c7907f8E,0.4563758389261745,66.09699212751678,9848.451827,149,0.3489461358313817,-18.709250920641967,0.647685799529981,3.870466,18.734459,17,-1
0x1dd9F17B8D8f350aE8C8B8c1Fd400Be3D7DF3861,0.4338624338624338,7.406781306878307,1399.881667,189,0.4126637554585153,-17.697844901879552,0.5908029561298983,3.1261346,15.93063,17,-1
0x4881082561dDe2CbEC7237423691fEC04Ab7743f,0.4869418702611626,17.754823170176916,42149.950206,2374,339.1428571428572,-578.9268678732981,0.5058215865562327,14.868402,-2.6906784,6,-1
0xEAEC547bBFcEC4FB133686856b8b8fB5d2EE97bB,0.6643356643356644,14.630762937062936,2092.1991,143,28.6,139.4516959936555,0.430906874744858,5.785022,-20.094793,18,4
0x60597D6ba61e079DF1095A8e5Bd0068CfD402F6e,0.4967462039045553,78.94789102819958,36394.977764,461,1.552188552188552,-572.1869640876024,0.4273338220872307,-5.3977456,-19.429518,6,-1
0x17026A05CC103F28b83043bA3b4355f3707c17d7,0.5103359173126615,23.44256614470284,18144.546196,774,1.5087719298245614,13.285234251951278,0.5565928765247659,10.617496,9.295263,17,10
0x9BBeC9d8AB0AE7c0818D2fBd1fd679f8Ce2dB172,0.4609929078014184,63.259419148936175,8919.5781,141,1.184873949579832,11.244666350000005,0.3830851063829787,-6.942648,-23.13975,0,-1
0x0Ca48883e10330709cA798C3433b9190C48b190E,0.2149532710280373,81.85925500934579,8758.940286,107,0.2296137339055794,-207.79371113106836,0.6022287425761612,-12.198993,22.740244,7,-1
0x1C955f03154C4dcB37DC01F33203cc55a33Fa336,0.4363636363636363,27.12672,7459.848,275,1.1133603238866396,14.888294999999957,0.3828690909090909,-7.4588647,-23.724382,0,-1
0x023Ab179aA70040656E847194002eE080e62Ee31,0.5238095238095238,150.06193095238095,18907.8033,126,0.2709677419354839,976.6142636538808,0.5361428367353066,-6.4858885,-7.4906363,6,-1
0xc0107029Fdf737eE322b6a36cc2D4844eca7fD3B,0.4,294.3468874551724,42680.298681,145,1.5425531914893618,-465.3910368759451,0.7030819881688753,-14.080257,-4.2800384,1,-1
0xBb8E6477BCB4d0A79449507C607d36FD228Fb243,0.4586378251973107,953.4157907363344,3261635.420109,3421,10.96474358974359,178856.94361595466,0.5038521026242746,-15.197599,-14.238993,2,-1
0xf2BBbB1b33C45Fce77871faf27aA69b3a1DB2F52,0.5398230088495575,6.877008849557522,777.102,113,0.3070652173913043,51.838258,0.3910796460176991,-3.599795,-22.27478,0,5
0x8384925b67e3D60C1e6F2762B25b9ef10b643dFe,0.5,31.573661212500003,10103.571588,320,0.8443271767810027,10.959558470504,0.5,3.021899,-1.4571841,6,10
0x8C26EAa0346E80D98Add3DBd78E240A96570f44B,0.5180722891566265,5.095569168674698,422.932241,83,6.916666666666667,10.910028179122332,0.5770922593148912,10.904088,12.579923,17,10
0x913f599891B9eE52bD4A0A864139d88FFA4F1b68,0.5691056910569106,19.857142373983734,2442.428512,123,0.3554913294797688,-41.91105920844911,0.4870869652609016,6.263857,-11.753599,6,8
0x5FC5860973ec29FeB64fcC4fF6A8255AF6586686,0.4913294797687861,45.58675038150289,7886.507816,173,0.9251336898395722,4963.08637982623,0.5038708539838895,-2.0133493,-1.1011194,6,-1
0xd324aa06DD8C208B0B965a80D43D3186a74c0696,0.625,199.6053449375,22355.798633,112,0.2505592841163311,-794.5049579441979,0.54371922220661,0.94677013,-15.102621,18,-1
0x2F9A14B14961C3F3cCbBcA0B71f7436732C59ffe,0.5264483627204031,4.172020906801008,1656.2923,397,10.72972972972973,16.796261384517784,0.4615104469380614,4.5389404,-7.473563,6,10
0xC857F45B24bc42753d1342AE9BB45A190b789be2,0.4807692307692308,2.3283050192307693,242.143722,104,0.3954372623574144,-0.087053712367503,0.5202307419400067,2.2373557,5.861644,6,10
0x3e812B5262e1733fA6Ff62B82d2AB35219186096,0.5051546391752577,6.268722474226805,608.06608,97,0.2643051771117166,66.920762002,0.418041237113402,-5.5569153,-21.59891,0,5
0xC694Bf3ffFbA1B1000cc70f90A2A4a977C402C72,0.6190476190476191,1.9486631428571428,368.297334,189,0.5178082191780822,51.10939022029989,0.4900974608615048,7.1503725,-15.716422,18,8
0xf98eA3FfD686EB7E6A1E4D2D615cD614Db096Bd2,0.5137614678899083,57.75493476146789,6295.287889,109,2.270833333333333,223.04016393176636,0.4963630315468875,0.8225564,-4.937347,6,10
0xFB224f70F260107cE50abC3B9911bf01B9eBdDc1,0.4962962962962963,152.44848477777776,41161.09089,270,0.6382978723404256,44.71521447166266,0.60072924352957,-10.780942,-2.9323924,17,-1
0xD501eaf0f72De2198fF4d78c174d68618fDB0703,0.4974093264248704,7.032100823834197,1357.195459,193,0.4232456140350877,1.2679190391688688,0.5779845903221573,7.9988723,12.90103,17,10
0x2e3ad8F58a2F100143590F50f822c1F0493605dA,0.4958677685950413,8.193780487603306,991.447439,121,0.3226666666666666,94.350519127258,0.3530247933336984,-4.8765783,-24.168242,0,-1
0x3f295CccE2b3801Cb246eC90634fbdD85E81C005,0.3107344632768362,1050.711074322034,185975.860155,177,1.0411764705882354,763.0277894781879,0.677082737293471,-16.479025,-8.365341,10,-1
0x0783D30b9ebc5D83b73851bDCd84796a5A9e3CE2,0.5949367088607594,80.80025683544304,6383.22029,79,0.7383177570093458,110.1492424686304,0.461329444070395,4.1661916,-14.059687,18,-1
0x34BeFD3B914767827d16F30aD95Aec1FF0c00FF8,0.4148148148148148,18.393040459259257,2483.060462,135,1.6666666666666667,-348.4042019792,0.4980000000165505,-5.7756414,11.050178,14,10
0x5Ca2E8760F2a76cfB2B038E3628254a55bD9fD85,0.4956521739130435,2.2068863304347826,253.791928,115,0.3820598006644518,-3.973008748442533,0.4856522611126202,2.1355495,0.89409614,6,10
0x5163FCc2c139D44f23E4102266293176E3050236,0.7581699346405228,14.846983464052288,2271.58847,153,51.0,235.16533014429868,0.5517748829252223,10.280476,-20.280708,18,-1
0x0E572516CBdEfC1e7A29B9e315b50e9D4E3DC841,0.4958677685950413,3.014858644628099,364.797896,121,0.3457142857142857,20.965655145584908,0.3478669914560305,-4.6292133,-24.624727,0,-1
0xc56b59230001fC3a1985807325d6f3661f273561,0.4790419161676646,129.67110637125748,21655.074764,167,0.3599137931034483,-128.99182572599204,0.5063892203667042,-5.7033415,-4.722711,6,9
0x7f2691a9Bc63E6653481560AA3c528397fCE9179,0.4880952380952381,22.99910663095238,3863.849914,168,0.6774193548387096,-219.8098133521807,0.4577958596599624,-6.44372,-17.274048,6,10
0x01461D78a4DEe4050C9B6B6457BF4cDD86a85dDE,0.5850234009360374,100.12118479251173,64177.679452,641,49.30769230769231,-320.8798623420649,0.4729683832787731,2.7058933,-13.36268,18,-1
0x81161c6a66704D44A612DFe619F702022a0cd945,0.5625,2.6917855625,473.754259,176,17.6,25.95537558639976,0.4922601811086974,6.727742,-10.995512,6,8
0x055192f7a41d81c3ce6F958B9Da179E33334eE04,0.5542168674698795,12.800565389558232,3187.340782,249,1.1971153846153846,89.96815646953779,0.4625568547257497,5.0976095,-10.678195,6,8
0x78fe3255FF676131550238430E9FFf10AE353A9c,0.5129032258064516,5.091489261290323,1578.361671,310,44.285714285714285,-36.841745840151454,0.5020790216719659,6.9760976,-1.1714433,6,10
0xfDC453EE18B921f1eb8011fb9a3eC1Cf63a58143,0.5342465753424658,136.52226575342468,9966.1254,73,1.6590909090909092,9.72288892999996,0.5068904109589041,-5.1695137,-8.002057,6,-1
0x90bC5c3AEBE407e89a7e23747bE1f4A7c5daAFA1,0.3962264150943396,19.85797677987421,3157.4183080000003,159,0.7871287128712872,397.50888929092406,0.2881131987547399,-5.823556,-27.089659,0,-1
0x57bcBFfc45F673ed3a4b5E56EDA8DbceaEe8d82D,0.6418219461697723,130.15110280952382,62862.982657,483,5.03125,3745.556560810093,0.4622831674358633,3.5191655,-16.638191,18,-1
