trader,win_rate,avg_trade_size,total_trade_volume,total_trade_number,frequency,net_gains_loss,avg_odds
0x18d7b544543afCe04C17EE133bFcae703872e02B,0.7724550898203593,50.6131504730539,8452.396129,167,2.5303030303030303,193.84550169234868,0.6448842111406546
0xd9Fb2ecC4926efe32a4B0232e9c15bdd4dDF74F3,0.5326797385620915,23.768552901960785,14546.354376,612,10.551724137931034,-870.3655449313214,0.5629246109832473
0xCA15832b58674FC4e9D7E87bff859c4B94629b50,0.7898146534193249,8.306900895648132,285940.14263,34422,77.87782805429865,21836.206702466658,0.5437999445816335
0xC6AdF660e35CA4103559Aa9B100217C305eD5f3C,0.4983780978331387,31.292323938393668,1205849.702966,38535,1070.4166666666667,9253.80835156159,0.6036773315125229
0x34aD179cfa8f15E383F9D2695Ca565155c1a06bB,0.15172413793103448,3.103978779310345,450.076923,145,12.083333333333334,9.732774359270152,0.6960342633210126
0x476c1E85d5798B6d6E28DEA0B34306017EadcE52,0.5442006269592476,14.686610078996866,23425.143076,1595,39.875,439.51533019002073,0.4130588257013673
0xa8ae485700Ea62a13CC588a86ca0b5FDf39cae4D,0.4586436691493532,0.975246495491964,2487.85381,2551,46.38181818181818,-36.64062142435049,0.6979647756984119
0x25DcF4635fE93082E0849FbbF81c95680cf5E33B,0.4492229367631297,119.86187996342444,894649.072047,7464,49.43046357615894,-58947.911106284104,0.5009892006379797
0x68e47e70FE76355ED01d8721c488E862612600Bd,0.5853658536585366,110.03817912466124,40604.088097,369,30.75,61.61647950249107,0.5188175156067053
0xcE161dEa801b42651c6F286A2331DfE42642749F,0.42792976725193954,15.56235723029808,38112.212857,2449,244.9,-2136.211235816429,0.5392973259516374
0x684d4A39FA7C3D1C70125f5762d8e185b31204cF,0.46200607902735563,43.69902650455927,14376.97972,329,1.4557522123893805,15.720053080000046,0.4049665653495441
0x21557c53509DaaD09ccfdBcE96852997c179e073,0.5205479452054794,7.424165221135029,3793.748428,511,3.4066666666666667,169.69792352580686,0.4913269396583509
0x9A6534bDaC552E7B9c8cca5f3B6A2060ff0a8d8f,0.5424836601307189,167.1746606993464,25577.723087,153,5.884615384615385,815.2180664800003,0.35229062901806324
0xA28DB13092562b77c26B7a4848248Fe0a4D05DAF,0.06741573033707865,1.6499886460674156,293.697979,178,0.37160751565762007,3.231509340526998,0.5774530691348176
0x0e84796655086fdAf6D5621d9D7BF37ccf5BD31c,0.6891495601173021,999.550420914956,340846.693532,341,6.959183673469388,2592.842915390998,0.5002327493408264
0xc4592f60ca12322212e59963d98a0FDEe8317b3f,0.48175182481751827,534.5079490474452,146455.178039,274,6.85,-22601.957527212904,0.5602922633676228
0x617eb137C5f1A445d9a15ef1aC7A75D61BA28Cb2,0.5495049504950495,10.909282425742573,2203.67505,202,11.882352941176471,-153.21111390059966,0.5461525198095794
0x5dd2ADa52e799Bb9e7c5dfeb5cEAF77886A00148,0.08875739644970414,13.624689207100593,2302.5724760000003,169,0.35429769392033544,0.8185180024282156,0.6676211377772026
0x70E54a17B5f42145eE44a1cd3281E8784d90B0d3,0.6622807017543859,21.39936134649123,4879.054387,228,76.0,189.30330228169072,0.1888486010931266
0x397F1eF6b28194fE1EbdC58ee055D97f68b0d7B5,0.6057692307692307,14.43814848076923,3003.134884,208,29.714285714285715,26.519274514123698,0.4830218967134586
0xae2a99372aEee85b18c178e254C5eaBD29ae8D47,0.6124031007751938,980.8546660232558,126530.251917,129,11.727272727272727,15073.24035209064,0.48711202876604287
0x9EF582748baF671EE716075658b870AE747c5D4F,0.45417992963645504,786.5471929628079,4694900.194795,5969,40.33108108108108,-17490.24853886464,0.45937839844677175
0xf5ccB0827bc55ae619c26FF25E704D0cC6640540,0.5819809736989368,114.66083547733632,409797.825996,3574,6.462929475587703,2492.180276132938,0.49102653375549404
0x9056F14E68222f0c3ADF9E1E7bB6273194A70EE9,0.014492753623188406,18.50944579710145,2554.30352,138,3.2093023255813953,98.50546976829278,0.5426632768729416
0xC15ee2976ff748e32f0411Bed82bC69AC995a064,0.5723684210526315,73.377347,11153.356744,152,6.08,-90.6178478187585,0.690123246035188
0x297E42aA0d61E8962977B693486331d4bc1F59B5,0.6754658385093167,10.628321096273293,6844.638786,644,6.851063829787234,354.51689572375636,0.5010133032587979
0x6FF353E318fbD37CB644A9613a8DC67B4e1E1eb8,0.42857142857142855,31.886916268907562,3794.543036,119,0.29528535980148884,16.48185822352585,0.31205879259290953
0x850fcA61a92FCa111615159e187F1A48C896Aad6,0.5202702702702703,233.52015435135135,34560.982844,148,0.34988179669030733,34.93287151603232,0.6060809965834097
0xAEc11b8c4AB71b77a7637610717A6551783dcE11,0.7219251336898396,35.496405390374335,6637.827808,187,3.74,128.35604397268634,0.6562837689018761
0x59D6c081a3f9F35b7563a9EBfFFB3119dc590704,0.8098471986417657,19.768773074702885,11643.807341,589,2.5608695652173914,3203.554290926047,0.2553136474050991
0x13961756633256911A6832eA7851CD87Ef717a82,0.06377551020408163,4.423431634353742,5201.955602,1176,21.0,-106.08424068176778,0.5444944136849568
0x2Ab06e571158cAF724f6489b9Ce2CcfeF56eF2d7,0.6019184652278178,17.531475820143886,7310.625417,417,52.125,827.0748831594566,0.4886308926193386
0x186e53be243B9C81f7B51C934B5d1e53bDb977A0,0.7155172413793104,6.148806387931034,713.261541,116,5.8,84.0025437234217,0.4713857783013397
0x8840b6659eFdD2D2159d2d076d067833ba7eC464,0.5209580838323353,32.07953740419162,10714.565493,334,0.8675324675324675,661.2291365811546,0.46849812456658824
0x769c6684c03357F2BB1d07452037085AEc856479,0.6358974358974359,49.34457698461538,9622.192512,195,1.989795918367347,-1137.120272028598,0.4046375277638486
0x68F7a83Ba720f5E9DD882e521a473064f549C0b7,0.5391304347826087,5.986389556521739,688.434799,115,0.33045977011494254,143.355299,0.34452173888000004
0xFa86aeAf936E05045936EcE5cd6067fc7D18fcA7,0.3950617283950617,65.16453529012345,10556.654717,162,0.44141689373297005,-12.862748883717064,0.5091225531564372
0x851EBE7c78984d7220Bad8ae47C7632E9B0ec222,0.40869565217391307,90.15930246086955,10368.319782999999,115,0.3133514986376022,221.427902244519,0.5441940404881286
0x99e6c9b53c274060817D9Dd4a44a8650B59070fF,0.47586206896551725,18.01780096551724,2612.58114,145,0.3918918918918919,199.70508278149137,0.542039504446586
0xB223771f6E1fCE651646D55b02fC516972A6cb07,0.6175438596491228,46.44272032631579,13236.175293,285,12.954545454545455,-724.0769333056749,0.5779322483357406
0x7253C03B80Da18072dEABf0E3d6Fa5DFaDB3505A,0.6511194029850746,36.12833868470149,19364.789535,536,5.6421052631578945,3797.3164736921963,0.31269906659274177
0x06Dd9ba59e1FE7F09DC4D1d17D33EC361E34Af8B,0.4989293361884368,38.56992859100643,18012.156652,467,5.4941176470588236,239.91160664457965,0.4838635436599532
0x27D1a641eE3a34636b4C445446a0D970AD7DDD72,0.3641304347826087,30.000106423913042,5520.019582,184,0.46,-4.907903679918648,0.5075159884750561
0x98df53e92FE46FcF8313212f97E0BdcA9bFb0315,0.1523809523809524,15.967150142857143,1676.550765,105,0.2777777777777778,1122.1456754751996,0.5049801240634544
0x9919Ccea9d728d5dE7318e59ABeF8faaFE21D378,0.6541666666666667,3.8513187583333335,924.316502,240,3.3333333333333335,97.01278468348222,0.4223316993953455
0x93E67EbC106CA0023ECB14Caf23A5c0e1bD4798F,0.7475728155339806,62.51308271359223,12877.695039,206,18.727272727272727,128.81924274250906,0.18879911608146893
0x7E649FADC66AF46f8633C3f5F99d96Fd59717308,0.5216763005780347,58.78407735260116,40678.581528,692,3.9318181818181817,-1697.0676016062594,0.41987226412425505
0x6522A1Bac1aef6FCD9CbC8f8801e1aB21F7C9A2d,0.6391752577319587,4.954991984536083,961.268445,194,2.042105263157895,77.94595610876003,0.48607568119572236
0x88544e803d405EcC2743978803c2d2Fa7049180f,0.48484848484848486,256.9493809469697,33917.318285,132,0.2732919254658385,33.583671350686274,0.5768332871007469
0x24bC4169bF0878d05F3af35c988dE2418E6Afd48,0.484472049689441,1.314325857142857,211.606463,161,23.0,-20.577429957052814,0.5737686122003332
0x4AB47D48A232C19762f18209DbB58d7b940De073,0.37623762376237624,12.512061166336634,6318.590889,505,4.1735537190082646,-37.82615567823107,0.4582199693205813
0x6372DA9bAFb7B58afC3aD51A94dB36BAacc413bD,0.01652892561983471,21.7405973553719,2630.61228,121,1.0,-13.835449837900898,0.5863883861020281
0x418692d7530bDD1dE3Df9C275A38E32a35Cca2F2,0.6545454545454545,2.4994361909090905,274.937981,110,0.4700854700854701,29.74915836264906,0.4890828600514087
0xBe118A2D14639621A4cA3cd1603FB1bA924F7A9a,0.1391941391941392,164.20346106593405,44827.544871,273,2.2016129032258065,-905.9295151515827,0.5836019283949124
0xf6c345Ce2085784FF4fBC3eB2Da757136AC0849c,1.0,1.04,2.08,2,2.0,2.08,0.013000000000000001
0x23c3FA53f913129Ba2dA181d9b20083cEce7Ad95,0.642578125,31.326781162109373,32078.62391,1024,4.129032258064516,-124.50913646635124,0.5139345524602164
0x2fa68AF2776af66DF61958e6A78f9839be8Da6D4,0.47058823529411764,41.20414670588236,6304.234446,153,17.0,-211.7484601589871,0.5275255852249635
0xe96c3c94BA8B74C1a235FcA49FfB5Dd7f095720A,0.8378378378378378,13.93851987837838,2062.900942,148,24.666666666666668,260.9002020904629,0.2278579848296444
0xf04eA0647Ed574F74678e620B1e5e950e2eC22de,0.5153846153846153,84.6820357,11008.664641,130,0.37790697674418605,1096.546802069154,0.5129127126274312
0x5C6FDf1e31c2a335338eA42e48dA7Ca2db6CF5c1,0.48792270531400966,31.553985753623188,6531.675051,207,0.4726027397260274,135.05222485490384,0.6944977726364895
0xd60F074Fc9a17d9561Bb724D801634243cbbb774,0.3057324840764331,13.438701974522292,2109.87621,157,0.37740384615384615,1.7373328236343435,0.5925001917028784
0x7EC71Bc2c554A7C5508ea36296C95B61bc7d7854,0.3257918552036199,3.9276556651583707,868.011902,221,11.631578947368421,1.2472463145868173,0.6081128654692636
0x53B898c26Baa27Fb3a13F6C70FaA3328A2Bf15aE,0.2889733840304182,10.461692577946767,2751.425148,263,0.6976127320954907,1.881110130628356,0.5954986823908712
0x2B169da4B63f3D51025d308134fA4B189CF688F2,0.2835820895522388,58.99358370149253,7905.140216,134,0.8220858895705522,-31.959644089105026,0.6556905020092182
0xC0E3605C6B4389C182C40027f6dFCB0A67869d21,0.3381742738589212,27.46383779253112,13237.569816,482,0.9359223300970874,-344.53607695500096,0.40354978235226485
0xf58f6eDef8a2a0551BcBEC2a347810F0836C1ad2,0.5885714285714285,13.309288737142857,2329.125529,175,2.3333333333333335,205.59100627243706,0.5207174993897175
0x2EbFF74bAFa9EC483bB8a1659f759533b85404ad,0.6831683168316832,6.62256298019802,2006.636583,303,2.8857142857142857,211.54210822311953,0.445576918329827
0x3Afb924c90eD59dbEe36288a77A9f2DF8Fd78296,0.5674967234600262,2.6834338702490173,2047.460043,763,4.36,266.60616013493853,0.4937785150396196
0xe33855C5b8D3Aef92745C59ADa24052F3b868e2d,0.5373134328358209,71.40299799253732,19136.003462,268,0.575107296137339,-18.42727638898207,0.49565021214908733
0xa0F2Db27A71CA9496b22C69D722301db120a2b7D,0.32231404958677684,51.48147603305785,6229.2586,121,1.5512820512820513,-21.831483838799848,0.6552236859504132
0x90c38b0f24E2EdBC7F9f4429a0a036831CfC7C98,0.2603550295857988,113.43083034319527,19169.810328,169,0.43556701030927836,162.39479515336797,0.6185582255020454
0xDA6Fa635cC561b56b44A6352F932849C4f7651EE,0.4105960264900662,79.30832518543046,23951.114206,302,0.6239669421487604,-2333.994962600723,0.5548476417001661
0x2F4a46EeaeE596CCD9d73F9b66a05a0f3BbD0Cfb,0.44,7.69195003,1538.390006,200,0.4357298474945534,-13.956672739874183,0.6051799779764779
0xbe8fC684398766C500618925dB8Cc5d2c7907f8E,0.4563758389261745,66.09699212751678,9848.451827,149,0.34894613583138173,-18.709250920641967,0.647685799529981
0x1dd9F17B8D8f350aE8C8B8c1Fd400Be3D7DF3861,0.43386243386243384,7.406781306878307,1399.881667,189,0.4126637554585153,-17.697844901879552,0.5908029561298983
0x4881082561dDe2CbEC7237423691fEC04Ab7743f,0.4869418702611626,17.754823170176916,42149.950206,2374,339.14285714285717,-578.9268678732981,0.5058215865562327
0xEAEC547bBFcEC4FB133686856b8b8fB5d2EE97bB,0.6643356643356644,14.630762937062936,2092.1991,143,28.6,139.4516959936555,0.430906874744858
0x60597D6ba61e079DF1095A8e5Bd0068CfD402F6e,0.4967462039045553,78.94789102819958,36394.977764,461,1.5521885521885521,-572.1869640876024,0.4273338220872307
0x17026A05CC103F28b83043bA3b4355f3707c17d7,0.5103359173126615,23.44256614470284,18144.546196,774,1.5087719298245614,13.285234251951278,0.5565928765247659
0x9BBeC9d8AB0AE7c0818D2fBd1fd679f8Ce2dB172,0.46099290780141844,63.259419148936175,8919.5781,141,1.184873949579832,11.244666350000003,0.3830851063829787
0x0Ca48883e10330709cA798C3433b9190C48b190E,0.21495327102803738,81.85925500934579,8758.940286,107,0.2296137339055794,-207.79371113106833,0.6022287425761612
0x1C955f03154C4dcB37DC01F33203cc55a33Fa336,0.43636363636363634,27.12672,7459.848,275,1.1133603238866396,14.888294999999955,0.38286909090909094
0x023Ab179aA70040656E847194002eE080e62Ee31,0.5238095238095238,150.06193095238095,18907.8033,126,0.2709677419354839,976.6142636538808,0.5361428367353066
0xc0107029Fdf737eE322b6a36cc2D4844eca7fD3B,0.4,294.3468874551724,42680.298681,145,1.5425531914893618,-465.3910368759451,0.7030819881688753
0xBb8E6477BCB4d0A79449507C607d36FD228Fb243,0.4586378251973107,953.4157907363344,3261635.420109,3421,10.96474358974359,178856.94361595466,0.5038521026242746
0xf2BBbB1b33C45Fce77871faf27aA69b3a1DB2F52,0.5398230088495575,6.877008849557522,777.102,113,0.3070652173913043,51.838258,0.3910796460176991
0x8384925b67e3D60C1e6F2762B25b9ef10b643dFe,0.5,31.573661212500003,10103.571588,320,0.8443271767810027,10.959558470504,0.5
0x8C26EAa0346E80D98Add3DBd78E240A96570f44B,0.5180722891566265,5.0955691686746984,422.932241,83,6.916666666666667,10.910028179122333,0.5770922593148912
0x913f599891B9eE52bD4A0A864139d88FFA4F1b68,0.5691056910569106,19.857142373983738,2442.428512,123,0.3554913294797688,-41.91105920844911,0.4870869652609016
0x5FC5860973ec29FeB64fcC4fF6A8255AF6586686,0.4913294797687861,45.58675038150289,7886.507816,173,0.9251336898395722,4963.08637982623,0.5038708539838895
0xd324aa06DD8C208B0B965a80D43D3186a74c0696,0.625,199.60534493749998,22355.798633,112,0.2505592841163311,-794.5049579441979,0.54371922220661
0x2F9A14B14961C3F3cCbBcA0B71f7436732C59ffe,0.5264483627204031,4.1720209068010075,1656.2923,397,10.72972972972973,16.796261384517784,0.4615104469380614
0xC857F45B24bc42753d1342AE9BB45A190b789be2,0.4807692307692308,2.3283050192307693,242.143722,104,0.39543726235741444,-0.08705371236750303,0.5202307419400067
0x3e812B5262e1733fA6Ff62B82d2AB35219186096,0.5051546391752577,6.268722474226805,608.06608,97,0.26430517711171664,66.920762002,0.418041237113402
0xC694Bf3ffFbA1B1000cc70f90A2A4a977C402C72,0.6190476190476191,1.9486631428571428,368.297334,189,0.5178082191780822,51.10939022029989,0.49009746086150485
0xf98eA3FfD686EB7E6A1E4D2D615cD614Db096Bd2,0.5137614678899083,57.754934761467894,6295.287889,109,2.2708333333333335,223.04016393176633,0.49636303154688755
0xFB224f70F260107cE50abC3B9911bf01B9eBdDc1,0.4962962962962963,152.44848477777776,41161.09089,270,0.6382978723404256,44.71521447166266,0.60072924352957
0xD501eaf0f72De2198fF4d78c174d68618fDB0703,0.49740932642487046,7.032100823834197,1357.195459,193,0.4232456140350877,1.2679190391688688,0.5779845903221573
0x2e3ad8F58a2F100143590F50f822c1F0493605dA,0.49586776859504134,8.193780487603306,991.4474389999999,121,0.32266666666666666,94.35051912725801,0.35302479333369846
0x3f295CccE2b3801Cb246eC90634fbdD85E81C005,0.3107344632768362,1050.711074322034,185975.860155,177,1.0411764705882354,763.0277894781879,0.677082737293471
0x0783D30b9ebc5D83b73851bDCd84796a5A9e3CE2,0.5949367088607594,80.80025683544304,6383.22029,79,0.7383177570093458,110.14924246863039,0.46132944407039506
0x34BeFD3B914767827d16F30aD95Aec1FF0c00FF8,0.4148148148148148,18.393040459259257,2483.060462,135,1.6666666666666667,-348.4042019792,0.49800000001655054
0x5Ca2E8760F2a76cfB2B038E3628254a55bD9fD85,0.4956521739130435,2.2068863304347826,253.791928,115,0.38205980066445183,-3.973008748442533,0.4856522611126202
0x5163FCc2c139D44f23E4102266293176E3050236,0.7581699346405228,14.846983464052288,2271.58847,153,51.0,235.16533014429868,0.5517748829252223
0x0E572516CBdEfC1e7A29B9e315b50e9D4E3DC841,0.49586776859504134,3.014858644628099,364.797896,121,0.3457142857142857,20.965655145584908,0.3478669914560305
0xc56b59230001fC3a1985807325d6f3661f273561,0.47904191616766467,129.67110637125748,21655.074764,167,0.3599137931034483,-128.99182572599204,0.5063892203667042
0x7f2691a9Bc63E6653481560AA3c528397fCE9179,0.4880952380952381,22.99910663095238,3863.849914,168,0.6774193548387096,-219.8098133521807,0.45779585965996245
0x01461D78a4DEe4050C9B6B6457BF4cDD86a85dDE,0.5850234009360374,100.12118479251171,64177.679452000004,641,49.30769230769231,-320.8798623420649,0.47296838327877316
0x81161c6a66704D44A612DFe619F702022a0cd945,0.5625,2.6917855625,473.754259,176,17.6,25.955375586399757,0.4922601811086974
0x055192f7a41d81c3ce6F958B9Da179E33334eE04,0.5542168674698795,12.800565389558233,3187.340782,249,1.1971153846153846,89.96815646953779,0.4625568547257497
0x78fe3255FF676131550238430E9FFf10AE353A9c,0.5129032258064516,5.091489261290323,1578.3616710000001,310,44.285714285714285,-36.841745840151454,0.5020790216719659
0xfDC453EE18B921f1eb8011fb9a3eC1Cf63a58143,0.5342465753424658,136.52226575342468,9966.1254,73,1.6590909090909092,9.722888929999959,0.5068904109589041
0x90bC5c3AEBE407e89a7e23747bE1f4A7c5daAFA1,0.39622641509433965,19.857976779874214,3157.4183080000003,159,0.7871287128712872,397.50888929092406,0.28811319875473995
0x57bcBFfc45F673ed3a4b5E56EDA8DbceaEe8d82D,0.6418219461697723,130.15110280952382,62862.982657,483,5.03125,3745.5565608100924,0.46228316743586334
0xc94B4A4526A45Ad40bF69e870f35998da99ad59B,0.3923076923076923,71.87501677692308,9343.752181,130,0.6280193236714976,11.778874977434405,0.3927999959736089
0x1b6Bf5bf0De883B7D18b426a3EdcE3A6B855fff6,0.5895833333333333,6.911926914583334,3317.724919,480,2.807017543859649,233.1371347885353,0.4886375378047697
0x6BDDFdf7Dd7DA3B9930dB6478F5739E86434B83d,0.64,8.475526778181818,2330.769864,275,0.5729166666666666,58.48214148971094,0.27794168576455736
0x3BDaAb04d07cFd640B0a52dCDb9E82BC5B12b66d,0.061946902654867256,402.0791842743363,45434.947823,113,0.36217948717948717,-5723.38361379466,0.6667331599322114
0xb4052aa8C989dA56E013450ce488C1e47bdc53F3,0.34408602150537637,57.91874102150537,5386.442915,93,0.4189189189189189,5.98349398782132,0.4731397799800248
0x462A28D90Db9E476389ECa56fC3A3f3f69A17E34,0.34,8.245383046478873,29271.109815,3550,77.17391304347827,427.4737224741071,0.5458191034876009
0xD572aD6c670470cC1D61F3aA611C20C67a3CA526,0.5458015267175572,180.38252012786262,94520.440547,524,2.0793650793650795,-1290.4185812167104,0.54042706105758
0x6c4F1f756eA18B61E5C902AEb06AE55736649339,0.4574468085106383,90.48662985106382,8505.743206,94,0.21315192743764172,1441.9104276017204,0.5645008122743354
0x9c77b3733550903Df2AE54cbFAFc16b6e0106282,0.6190476190476191,179.47813352380953,26383.285628,147,1.860759493670886,1635.4154310288,0.5252792299419713
0x856B1A216902b0Ba085796e1cF81405C89011e73,0.49114139693356046,1.1360385221465077,6668.546125,5870,5870.0,-418.354529257744,0.493877904145404
0x2f30b72BEFE57e812692087a130F0b410216B487,0.4161849710982659,103.689208716763,35876.466216,346,0.7899543378995434,-1461.022826820398,0.6477254633074866
0x28b2417e73c0eca2436f70277BB40FA0cf959540,0.11570247933884298,54.01131509917355,6535.369127,121,0.9166666666666666,-9.003764502006696,0.6236876667576712
0xb7F4D755a9632Acc36F72d7cc13d993d7673f06c,0.34444444444444444,45.360630462962966,12247.370225,270,1.5254237288135593,-71.71922599553812,0.5399821267533502
0x7Ac9FEe38CafB0b6500deE661416B48aAd3327B3,0.4244604316546763,71.01742205035971,9871.421665,139,0.6205357142857143,12.528573125533509,0.43897121744968165
0x9B4ce1edCc57AB4E8E9CB97402f7E97F3Caf9A45,0.3106796116504854,209.06511866019417,21533.707222,103,0.22991071428571427,68.0661520273432,0.5075727473014031
0x32309c92702C7c9527C63409AAacA2b59f681409,0.36046511627906974,79.80363455813954,13726.225144,172,6.88,-93.6535372229896,0.5440515954323224
0xa37735F09a3Cc7d9A2eD3437aCA7DcF35f176168,0.5087719298245614,259.7518477631579,29611.710645,114,0.2331288343558282,-834.8487980121138,0.6130768324218221
0xBFd827e573b4274012Be0B889cea04e0E5C7968E,0.3806818181818182,63.1917722215909,11121.751911,176,0.41411764705882353,63.0696099071679,0.5276250784447236
0x754653b2c4540FD9972d612A7fde36C9ad5A3A91,0.5686927560366362,193.83012989258953,232789.986001,1201,10.628318584070797,13696.3974547455,0.47360646280526825
0x5F413D7C85869d5CEf8281d8666ef15bF017Da64,0.45081967213114754,508.93943824590167,62090.611466,122,1.4022988505747127,-2218.5830474534628,0.5176721257054699
0x72b8dA481C5cab69928b97Bd995Cb71A2026e9D1,0.5040871934604905,116.17384415803815,42635.800806,367,0.8013100436681223,-167.00923947136522,0.5529649209449656
0x00b780A4B94BbeD345302e457194c3448a552aaD,0.505338078291815,144.16796501067617,40511.198168,281,0.6519721577726219,117.5177901394528,0.5240889500917528
0x60677befB3D8C0749bA624dd666018923B52eE68,0.4305177111716621,45.89970478201634,16845.191655,367,7.645833333333333,586.3383554248667,0.579952773069838
0xf02b05be7ADFd8ae7f5D782a1A16862c87fC90fe,0.6230366492146597,5.580984151832461,2131.935946,382,191.0,379.47867732599883,0.5230458400401319
0x7024221F1Cf1a2a86B489735A33E86409e03e425,0.66,8.814898,881.4898,100,10.0,-10.7073405282876,0.5028887477088282
0x593F4a5A19D0163559f6eC1F68AAb9F7A69450e0,0.46511627906976744,4.109621674418604,706.854928,172,0.4636118598382749,19.900466726572187,0.6135174429553977
0xf31824Ea9a617cf1A8FE85C7e9E9f6BFDe5206d1,0.4392523364485981,439.66123825233643,47043.752493,107,0.24263038548752835,-1291.7545975422267,0.6656915881525692
0xEA20555638B6030d89b8DeD09417804e65ae9356,0.5252525252525253,11.018353737373737,1090.81702,99,0.9339622641509434,46.21080458999999,0.5348585858585858
0xB4AFf110f5a654F02D5E3eE48C7AfDa338D2217D,0.47701149425287354,21.132867637931035,3677.118969,174,0.4887640449438202,-203.6783511085831,0.5189084539673343
0xa2809A3d16024174b40774AC343086B466513343,0.4939088983050847,5.837359297669492,22041.868708,3776,134.85714285714286,1265.7458963327401,0.49237756486616313
0xDBB9778DB8963246785e2B8856dAaa64F7A69675,0.7458563535911602,24.35702308287293,4408.621178,181,5.838709677419355,247.9402837256133,0.36397498771243364
0x0De0a0B41FC376AE860d4331A9D8dfFBe8Fbfc0B,0.48148148148148145,3.926675962962963,424.081004,108,0.29110512129380056,46.14824147728559,0.4786111098715929
0xD8337423dFcB0F54b7b9b0De3E176860A9E9678D,0.46825396825396826,32.59739627777778,4107.271931,126,0.3442622950819672,107.45055188495735,0.5073174512187156
0x3D2AB15a94659Cf532b12c632050b55eFd116236,0.3165829145728643,16.163340663316585,3216.504792,199,0.5089514066496164,440.9715097741939,0.3285638748817624
0xCBB69f363C4dBB410584f3FE7777e0aEdd8bB840,0.4960212201591512,42.267409628647215,15934.81343,377,1.0244565217391304,-728.5413786496671,0.5814747967779617
0xC9a0C9f9fd637D4A98855c0f93FC7CD62190A27c,0.27184466019417475,129.34548586407766,13322.585044,103,0.22008547008547008,-187.57126552506853,0.5974828806219369
0x004cC4f2bcF01435ab7E7c6a39aE920bE69A7052,0.5704960835509139,8.938170524804177,6846.6386219999995,766,25.533333333333335,203.22144429438202,0.5063229362332424
0xFE89E7f41261fdB47996c34812dB7e5a807d0b95,0.6629834254143646,1.900850038674033,344.053857,181,12.066666666666666,43.653774500000004,0.4144751383128154
